,line,label
628,Fifty medically uncontrolled CACG eyes without cataract of 50 patients.,METHODS
629,"Seven hundred and twenty-five patients with CVO (728 eyes) divided into 4 study groups on the basis of the perfusion status of the retina and presence of decreased vision associated with macular edema: perfused, nonperfused, indeterminate, and macular edema.",METHODS
630,"To determine whether adding lutein + zeaxanthin, DHA + EPA, or both to the AREDS formulation decreases the risk of developing advanced AMD and to evaluate the effect of eliminating beta carotene, lowering zinc doses, or both in the AREDS formulation.",BACKGROUND&OBJECTIVE
631,"Participants were randomized to receive lutein (10 mg) + zeaxanthin (2 mg), DHA (350 mg) + EPA (650 mg), lutein + zeaxanthin and DHA + EPA, or placebo. All participants were also asked to take the original AREDS formulation or accept a secondary randomization to 4 variations of the AREDS formulation, including elimination of beta carotene, lowering of zinc dose, or both.",METHODS
632,"After washout of any previous ocular hypotensive medications, patients were randomly assigned to treatment with bimatoprost 0.03% ophthalmic solution QD (n=38) or latanoprost 0.005% ophthalmic solution QD (n=38) between 7 and 9 pm, or timolol maleate 0.5% gel-forming ophthalmic solution QD (n=39) between 7 and 9 am for 1 month.",METHODS
633,"In the Women's Health Study, a randomized 2 x 2 factorial trial of aspirin and vitamin E conducted between September 1992 and March 2004, 39 876 US women aged at least 45 years and initially without previous history of cancer, cardiovascular disease, or other major chronic illness were randomly assigned to receive either aspirin or aspirin placebo and followed up for an average of 10.1 years.",METHODS
634,"For the first 6 months of treatment, latanoprost (0.005%) administered once daily was compared with timolol (0.5%) administered twice daily. Patients then received latanoprost (once daily) for an 18-month follow-up period regardless of their initial treatment.",METHODS
635,"During follow-up, there were 482 major cardiovascular events in the vitamin E group and 517 in the placebo group, a nonsignificant 7% risk reduction (relative risk [RR], 0.93; 95% confidence interval [CI], 0.82-1.05; P = .26). There were no significant effects on the incidences of myocardial infarction (RR, 1.01; 95% CI, 0.82-1.23; P = .96) or stroke (RR, 0.98; 95% CI, 0.82-1.17; P = .82), as well as ischemic or hemorrhagic stroke. For cardiovascular death, there was a significant 24% reduction (RR, 0.76; 95% CI, 0.59-0.98; P = .03). There was no significant effect on the incidences of total cancer (1437 cases in the vitamin E group and 1428 in the placebo group; RR, 1.01; 95% CI, 0.94-1.08; P = .87) or breast (RR, 1.00; 95% CI, 0.90-1.12; P = .95), lung (RR, 1.09; 95% CI, 0.83-1.44; P = .52), or colon cancers (RR, 1.00; 95% CI, 0.77-1.31; P = .99). Cancer deaths also did not differ significantly between groups. There was no significant effect of vitamin E on total mortality (636 in the vitamin E group and 615 in the placebo group; RR, 1.04; 95% CI, 0.93-1.16; P = .53).",RESULTS
636,ClinicalTrials.gov Identifier: NCT02735707.,BACKGROUND&OBJECTIVE
637,"Both the RNA test and DNA-RNA test displayed high specificity and allowed 49% of patients with indeterminate nodules to avoid diagnostic surgery. Although previous trials demonstrated that the prior version of the DNA-RNA test was more specific than the prior version of the RNA test, the current molecular test techniques have no statistically significant difference in performance.",CONCLUSIONS
638,"The study demonstrates that ASyMS can support the management of symptoms in patients with lung, breast and colorectal cancer receiving chemotherapy.",CONCLUSIONS
639,"In the ripasudil-timolol study, the mean IOP reductions from baseline in the ripasudil and placebo groups were -2.4 and -1.5 mm Hg at 9 am for a difference of 0.9 mm Hg (95% CI, 0.4-1.3 mm Hg; P < .001) and -2.9 and -1.3 mm Hg at 11 am for a difference of 1.6 mm Hg (95% CI, 1.1-2.1 mm Hg; P < .001), respectively. In the ripasudil-latanoprost study, those IOP reductions were -2.2 and -1.8 mm Hg at 9 am for a difference of 0.4 mm Hg (95% CI, -0.0 to 0.9 mm Hg; P = .06) and -3.2 and -1.8 mm Hg at 11 am for a difference of 1.4 mm Hg (95% CI, 0.9-1.9 mm Hg; P < .001), respectively. The most frequently reported adverse event was conjunctival hyperemia, which was mild and in most cases resolved without treatment before the next instillation.",RESULTS
640,"Latanoprost acid systemic exposure was higher in younger children versus adolescents and adults, attributed primarily to lower body weight and smaller blood volume. Latanoprost acid was eliminated rapidly in all age groups and resulted in only a brief period of systemic exposure after once-daily dosing. Higher systemic exposure was not accompanied by adverse events, and on the basis of extrapolation of safety data from adults, this pilot study suggests an adequate safety margin for systemic adverse effects with use of the adult topical dose of latanoprost in pediatric patients.",CONCLUSIONS
641,"Patients were randomized into undergoing either phacoemulsification or trabeculectomy with adjunctive mitomycin C. After surgery, patients were followed up every 3 months for 2 years.",METHODS
642,"IOP, complication rates, visual acuity, visual field, quality of life, reoperations for glaucoma, and need for supplemental medical therapy.",METHODS
643,"Preoperative and postoperative intraocular pressure (IOP) values, visual acuity, the need for antiglaucoma medication, previous surgical procedures, and the need for further surgical interventions were monitored.",METHODS
644,"Surgical success was defined according to 2 different criteria: (1) postoperative intraocular pressure (IOP) between 6 and 21 mmHg, with or without antiglaucoma medications, and (2) IOP reduction of at least 30% relative to preoperative values. Eyes requiring additional glaucoma surgery, developing phthisis, or showing loss of light perception were classified as failures. Success rates in both groups were compared using Kaplan-Meier survival curves and the log rank test. Other outcome measures were mean IOP, number of glaucoma medications, and complications.",METHODS
645,"The incidences of postoperative supraventricular tachycardias were lower in the SGB group compared with the control group during the first 48 postoperative hours; 11.6 (5/43) vs. 31.8% (14/44), respectively, P = 0.023 (odds ratio 0.28, 95% confidence interval 0.09 to 0.87). The SGB also prolonged the total sleep time and increased the sleep efficiency during the first two postoperative nights. The duration of stage N2 sleep was longer in the SGB group compared with the control group [28 (interquartile range, 14 to 58) to 94 (interquartile range, 69 to 113) min, P = 0.016] on the first postoperative night. There were no differences in the duration of stage N1 and N3 sleep (P = 0.180, 0.086, respectively) on the first postoperative night, and the duration of stage N1, N2 and N3 sleep (P = 0.194, 0.057, 0.405, respectively) on the second postoperative night between the groups.",RESULTS
646,"Prospective and randomized study, and in vitro experiment.",METHODS
647,"Random assignment to low-dose CT or chest radiography with baseline and 1 repeated annual screening; 1-year follow-up after the final screening. Randomization was centralized and stratified by age, sex, and study center.",METHODS
648,"We determined whether the addition of topical apraclonidine hydrochloride to eyes receiving maximal medical therapy, with inadequate intraocular pressure (IOP) control, and scheduled to undergo surgery, could adequately lower IOP, postponing the need for surgical intervention.",BACKGROUND&OBJECTIVE
649,Follow-up at 1 month postoperatively.,METHODS
650,"Multicenter, randomized, controlled trial.",METHODS
651,Prospective double-masked randomized crossover study.,METHODS
652,Two hundred twenty-eight eyes of 228 patients with primary open-angle glaucoma undergoing ALT were studied.,METHODS
653,Participants were patients in the unit who were receiving chemotherapy and had experienced dyspnea.,METHODS
654,A total of 79 eyes of 79 primary open-angle glaucoma (POAG) patients in need of combined surgery were randomized to a silicone IOL group (36 eyes) and acrylic IOL group (43 eyes).,METHODS
655,"Endosonography (followed by surgical staging if negative) had higher sensitivity and NPVs, resulted in fewer unnecessary thoracotomies and better quality of life during staging, and was slightly more effective and less expensive than surgical staging alone. Future work could investigate the need for confirmatory mediastinoscopy following negative endoscopic ultrasound-guided fine-needle aspiration (EUS-FNA) and endobronchial ultrasound-guided transbronchial needle aspiration (EBUS-TBNA), the diagnostic accuracy of EUS-FNA or EBUS-TBNA separately and the delivery of both EUS-FNA or EBUS-TBNA by suitably trained chest physicians.",CONCLUSIONS
656,TTFC was administered once daily in the morning or evening with a single dosing aid. Patients randomized to TRAV+TIM administered TRAV once daily in the evening and TIM once daily in the morning using separate dosing aids.,METHODS
657,"Multicenter prospective, double-masked, controlled clinical trial conducted at 80 clinical sites. One hundred five surgeons enrolled 1090 participants undergoing corneal transplant for a moderate-risk condition, principally Fuchs dystrophy or pseudophakic or aphakic corneal edema (PACE). Forty-three eye banks provided corneas.",METHODS
658,To evaluate whether long-term vitamin E or C supplementation decreases risk of prostate and total cancer events among men.,BACKGROUND&OBJECTIVE
659,"Baseline AHF was measured by computerized fluorophotometry and IOP by pneumatonometry without antiglaucoma therapy. In the first protocol, dorzolamide was randomized to one eye (N = 10) and IOP and AHF measurements were repeated. One week later, having used dorzolamide in one eye three times daily, patients had measurements performed before and after the single administration of oral acetazolamide 250 mg. In the second protocol, having used acetazolamide 250 mg four times daily for 4 to 7 days (N = 6), patients had measurements performed before and after a single drop of dorzolamide was instilled randomly into one eye. The patient continued acetazolamide and unilateral dorzolamide for 4 to 7 more days and returned for IOP and AHF measurements.",METHODS
660,To measure central corneal thickness (CCT) within the participants of the European Glaucoma Prevention Study (EGPS). This study was designed to test if lowering intraocular pressure (IOP) by means of dorzolamide is able to prevent or delay conversion from ocular hypertension to glaucoma.,BACKGROUND&OBJECTIVE
661,Dorzolamide demonstrated significant IOP lowering activity over 4 weeks. It was well tolerated and there were no clinically significant changes in ocular or systemic safety parameters.,CONCLUSIONS
662,"Glaucoma-related adverse events constitute major sight-threatening complications of cataract removal in infancy, yet their relationship to aphakia vs primary intraocular lens (IOL) implantation remains unsettled.",BACKGROUND&OBJECTIVE
663,Multicenter randomized clinical trial.,METHODS
664,"Multicenter, randomized, double-masked, parallel-group phase 4 clinical trial.",METHODS
665,Secondary analysis of a group from a randomized trial (NCT00047385).,METHODS
666,"With evidence that retinoid treatment adversely affects survival of lung cancer and with this drug not significantly decreasing the incidence of second primary tumors of head and neck squamous cell carcinoma, the use of this drug in head and neck cancer patients for second cancer prophylaxis is not indicated.",CONCLUSIONS
667,"Randomized, double-blind, placebo-controlled trial.",METHODS
668,"Between 2005 and 2009, a total of 670 patients with non-small cell lung cancer (NSCLC) were randomised across 78 hospital sites (centres) in the UK.",METHODS
669,"Parallel, randomized, double-masked, and active-controlled study.",METHODS
670,"A prospective, international, open-label, randomised controlled study, with a trial-based economic analysis.",METHODS
671,"Phaco-EX-PRESS surgery had similar success rate compared to Phaco-NPDS during 1 year of follow-up. Both procedures were associated with similar IOP reduction and use of additional medical therapy at 12 months. EX-PRESS surgery required more postoperative interventions and had more complications, but needed less surgical time compared to NPDS.",CONCLUSIONS
672,A trial to examine efficacy of short-term integrated rehabilitation for people newly diagnosed with thoracic cancer is feasible. A sample of 336 participants could detect a meaningful effect on health-related quality of life as the primary outcome.,CONCLUSIONS
673,To evaluate the clinical efficacy and tolerability of brimonidine tartrate 0.2% twice daily as adjunctive therapy for glaucoma patients inadequately controlled with otherwise maximal tolerated medical therapy.,BACKGROUND&OBJECTIVE
674,A perioperative infusion of combined 5-fluorouracil and LMWH does not significantly increase the success rate of vitreoretinal surgery for established PVR.,CONCLUSIONS
675,"A parallel-group, single-blind randomized clinical trial.",METHODS
676,Operating room and postsurgical intensive care unit of a university hospital.,METHODS
677,University-affiliated teaching hospital and laboratory.,METHODS
678,"The primary outcome measure, circadian IOP, was measured at eight time points over the course of 24 hours beginning at 8 am on day 28 and with the last measurement at 8 am on day 29. IOP was also measured at 8 am and 10 am at baseline and at 8 am on day 14. Safety measures included adverse events, biomicroscopy, visual acuity, heart rate, and blood pressure.",METHODS
679,"Randomized, double-masked, controlled clinical trial.",METHODS
680,To compare exploratory outcomes between treatment groups that may affect treatment choices for patients with vitreous hemorrhage due to PDR.,BACKGROUND&OBJECTIVE
681,clinicaltrials.gov Identifier: NCT00212134,BACKGROUND&OBJECTIVE
682,Prospective multicenter cohort study incorporating 2 natural history groups and 2 randomized controlled clinical trials.,METHODS
683,"The interventions were carried out in the Oberstaufen health resort in Bavaria, Germany.",METHODS
684,"Randomized, double-masked, controlled clinical trial.",METHODS
685,"Mean IOP at morning trough (8 AM) decreased from 27.1 mm Hg at baseline to 23.5 mm Hg on day 29 with dorzolamide (-13.3%) compared with a decrease from 27.1 mm Hg to 26.4 mm Hg with placebo (-2.3%). Peak activity occurred 2 hours after administration, with IOP decreasing from 26.8 mm Hg at baseline to 21.8 mm Hg on day 29 with dorzolamide (-18.4%) vs 26.1 mm Hg to 25.5 (-2.4%) with placebo. Mean corneal thickness was slightly increased for the dorzolamide-treated group compared with the placebo-treated group (0.009 mm vs 0.001 mm, respectively, P < .05) and changes in endothelial cell counts were similar (-24 cells/mm2 vs -27 cells/mm2, respectively, P > .25). Mean carbonic anhydrase isoenzyme II activity in red blood cells decreased to 21% of baseline in dorzolamide-treated patients. There were no clinically significant differences in ocular or laboratory parameters between the dorzolamide and placebo groups.",RESULTS
686,ClinicalTrials.gov Identifier: NCT02517034.,BACKGROUND&OBJECTIVE
687,"We found no overall effect of the proactive intervention on cessation rates. Among younger participants (age <50), the cessation rate in the intervention group was higher than in the control group at 2 weeks postintervention (16% vs. 4%, p  =  .046). For older participants (age >50), there were no group differences.",RESULTS
688,Vitrectomy surgery for PVR with a long-acting gas or silicone oil as the intraocular tamponade.,METHODS
689,"By age 3 years, nearly 43% of eyes treated at high-risk prethreshold ROP developed astigmatism of > or =1.00 D and nearly 20% had astigmatism of > or =2.00 D. Presence of astigmatism was not influenced by timing of treatment of acute-phase ROP or by characteristics of acute-phase or cicatricial ROP. These findings reinforce the need for follow-up eye examinations in infants with high-risk prethreshold ROP.",CONCLUSIONS
690,"Randomized, clinical trial.",METHODS
691,Insertion of the i-gel device provides better stability of IOP and the haemodynamic system compared with insertion of an endotracheal tube or LMA in patients undergoing elective non-ophthalmic surgery.,CONCLUSIONS
692,"Two percent dorzolamide three times a day, 0.5% timolol (Timoptic, Merck, Whitehouse Station, NJ) twice daily, and 0.5% betaxolol solution (Betoptic, Alcon, Fort Worth, Tex) twice daily.",METHODS
693,"For eyes without PDR at baseline, the 3-year cumulative probabilities for retinopathy worsening (P value comparison with sham with prompt laser) were 23% using sham with prompt laser, 18% with ranibizumab with prompt laser (P = .25), 7% with ranibizumab with deferred laser (P = .001), and 37% with triamcinolone with prompt laser (P = .10). For eyes with PDR at baseline, the 3-year cumulative probabilities for retinopathy worsening were 40%, 21% (P = .05), 18% (P = .02), and 12% (P < .001), respectively. CONCLUSIONS AND RELEVANCE Intravitreal ranibizumab appears to be associated with a reduced risk of diabetic retinopathy worsening in eyes with or without PDR. Intravitreal triamcinolone also appears to be associated with a reduced risk of PDR worsening. These findings suggest that use of these drugs to prevent worsening of diabetic retinopathy may be feasible. Given the exploratory nature of these analyses, the risk of endophthalmitis following intravitreal injections, and the fact that intravitreal triamcinolone can cause cataract or glaucoma, use of these treatments to reduce the rates of worsening of retinopathy, with or without PDR, does not seem warranted at this time.",RESULTS
694,"In this randomized clinical trial, the addition of metformin to concurrent chemoradiation was well tolerated but did not improve survival among patients with unresectable stage III NSCLC.",CONCLUSIONS
695,"A two group (intervention and control) by five time points (baseline, pre-cycle 2, pre-cycle 3, pre-cycle 4 and pre-cycle 5) randomised controlled trial.",METHODS
696,"Participants were randomized in two groups (1:1 ratio) by opaque envelope method. Individualized nutrition counseling with dietary modification and routine antenatal care was provided to all. Fifty women received myoinositol 1000 mg twice daily; 50 controls did not receive myoinositol. Fasting and postprandial glucose levels were assessed after two weeks. Women not achieving glycemic targets (fasting glucose <95 and postprandial glucose <120 mg/dL) were given pharmacologic therapy. Contributory factors in women requiring additional pharmacologic therapy, maternal and fetal outcomes were noted.",METHODS
697,One thousand three hundred one OHTS subjects with central corneal thickness measurements.,METHODS
698,ClinicalTrials.gov Identifier: NCT03102606.,BACKGROUND&OBJECTIVE
699,clinicaltrials.gov Identifier: NCT00533949.,BACKGROUND&OBJECTIVE
700,"The Ontario Clinical Oncology Group Advanced Lung Cancer Treatment With Metformin and Chemoradiotherapy (OCOG-ALMERA) study was a multicenter phase 2 randomized clinical trial. Patients were stratified for stage IIIA vs IIIB LA-NSCLC and use of consolidation chemotherapy. The trial was designed to enroll 96 patients with unresected LA-NSCLC who did not have diabetes. The trial was conducted from September 24, 2014, to March 8, 2019.",METHODS
701,10 clinical centers in the United States and Canada.,METHODS
702,"Thirty adults were randomized into 2 groups. The mean (±SD) pretreatment IOP was 20.21±3.19 mm Hg for the study group (n=14) and 21.14±2.98 mm Hg for the controls (n=14; P =0.43), dropping to 15.50±3.77 and 15.00±4.08 mm Hg (P =0.74) after 6 months and to 16.00±3.31 and 14.00±2.45 mm Hg (P =0.22) after 12 months. The average IOP reduction after 6 and 12 months was 23.4% and 20.83% for the study group and 27.1% and 33.77% for the controls (P=0.528). Success (a decrease of ≥15% at 6 months with no additional medications, laser, or glaucoma surgery) was achieved in 12 (85.7%) study patients and 9 (69.2%) controls (P=0.385). Complications were mild and transient (n=30), although significantly higher in the controls (n=15; P <0.0001).",RESULTS
703,"Medical treatment with digital pressure should be used as the initial treatment in eyes with encapsulated blebs. Needling procedures or surgical revision, methods that are more invasive and potentially associated with severe complications, should be limited to the small percentage of eyes that do not respond to medical treatment.",CONCLUSIONS
704,"The primary outcome measure was reduction in IOP in the eye with higher IOP at baseline. Secondary outcome measures included safety variables (adverse events, ophthalmoscopy, biomicroscopy, iris pigmentation, laser-flare meter, visual acuity, visual fields, heart rate, blood pressure, blood chemistry, hematology, and urinalysis).",METHODS
705,"In this study, significantly more eyes with moderately severe to severe NPDR that were treated with aflibercept showed a 2-step or greater improvement in DRSS level at 24, 52, and 100 weeks, and significantly fewer eyes treated with aflibercept vs sham developed vision-threatening complications and center-involved DME. Outcomes on the DRSS between year 1 and 2 emphasize the need for ongoing vascular endothelial growth factor suppression and adherence.",CONCLUSIONS
706,"Blood samples were collected (1) preoperatively after induction of anesthesia, (2) 10 minutes after aortic declamping, (3) 30 minutes after protamine administration, and (4) 3 hours after protamine administration. TEM and MEA were then measured. There was no difference in blood loss up to 18 hours postoperatively (median 735 mL for high dose v 610 mL for low dose; p < 0.056) or transfusions between the groups. Total median heparin dose (54,300 IU v 27,000 IU; p = 0.001) and median antifactor Xa levels during CPB (9.38 U/mL v 5.04 U/mL; p = 0.001) were greater in the high than in the low heparin dose group. However, neither TEM nor MEA results differed significantly between the groups.",RESULTS
707,"The combination of oxycodone and dexmedetomidine for PCA after VATS lobectomy can reduce oxycodone consumption, improve patient satisfaction, and provide better analgesia with fewer side effects (nausea and vomiting) compared with PCA with oxycodone alone.",CONCLUSIONS
708,"Seventy-seven patients were enrolled in the study, including 37 in the TA group and 40 in the control group. There were no significant differences in success rates between the 2 groups (P=.60). Intraocular pressure and medication use were similar between the groups for each follow-up visit. Dry eye scores were lower in the TA group at month 1 (P=.042), while flare scores were higher in the TA group on day 1 (P=.015) but lower at month 1 (P=.044). The complication rates were higher in the TA group on day 1 (P=.04). All other outcome measures were similar for both groups.",RESULTS
709,"The surgical outcome was assessed in terms of IOP change, need for adjunctive glaucoma medication, visual acuity outcome, and incidence of complications.",METHODS
710,"The Lung Cancer Master Protocol (Lung-MAP) S1400I phase 3, open-label randomized clinical trial was conducted from December 18, 2015, to April 23, 2018, randomizing patients in a 1:1 ratio to nivolumab alone or combined with ipilimumab. The median follow-up in surviving patients was 29.5 months. The trial was conducted through the National Clinical Trials Network and included patients with advanced immunotherapy-naive SqNSCLC and a Zubrod score of 0 (asymptomatic) to 1 (symptomatic but completely ambulatory) with disease progression after standard platinum-based chemotherapy. Randomization was stratified by sex and number of prior therapies (1 vs 2 or more). Data were analyzed from May 3, 2018, to February 1, 2021.",METHODS
711,"Mean diurnal IOP at week 6 (least squares mean ± standard error) was 17.6 ± 0.4 mm Hg and 20.7 ± 0.4 mm Hg in the BBFC+TRAV and vehicle+TRAV groups, respectively (between-group difference, -3.2 ± 0.5 mm Hg; P < .0001). Superiority of BBFC+TRAV over vehicle+TRAV was established. Mean and percent diurnal IOP change from baseline were significantly greater with BBFC+TRAV compared with vehicle+TRAV (P < .0001 for both). Conjunctival hyperemia was the most common treatment-related adverse event in either group (BBFC+TRAV, 12.8%; vehicle+TRAV, 6.0%).",RESULTS
712,clinicaltrials.gov Identifier: NCT01004900.,BACKGROUND&OBJECTIVE
713,"Randomized, controlled, observer-masked clinical trial.",METHODS
714,Random assignment to 4 monthly injections of aflibercept vs vitrectomy with PRP. Both groups could receive aflibercept or vitrectomy during follow-up based on protocol-specific criteria.,METHODS
715,"Prospective, randomized, controlled trial.",METHODS
716,Forty ASA physical status I and II adult patients scheduled for conventional pulmonary lobectomy.,METHODS
717,Nonpenetrating deep sclerectomy was performed on all patients. Patients were randomly assigned to receive either a PMMA implant or a collagen implant.,METHODS
718,Patients 18 to 85 years of age who had previous trabeculectomy and/or cataract extraction with intraocular lens implantation and uncontrolled glaucoma with intraocular pressure (IOP) ≥18 mm Hg and ≤40 mm Hg on maximum tolerated medical therapy.,METHODS
719,"A large number of surgical complications were observed in the TVT Study, but most were transient and self-limited. The incidence of early postoperative complications was higher following trabeculectomy with MMC than tube shunt surgery. The rates of late postoperative complications, reoperation for complications, and cataract extraction were similar with both surgical procedures after 5 years of follow-up.",CONCLUSIONS
720,"Efficacy end points were VF and/or optic disc changes. Baseline demographic and clinical data were collected before randomization, except for corneal thickness measurements, which were determined during follow-up. Proportional hazards models were used to identify factors that predicted which participants in the EGPS had developed OAG.",METHODS
721,Sixty eyes of 60 patients with refractory glaucoma were randomized to receive intraoperative MMC (0.5 mg/ml for 5 minutes) (n = 34) or balanced salt solution (n = 26) during Ahmed Glaucoma Valve implantation.,METHODS
722,Randomised controlled double-blind study.,METHODS
723,Brimonidine tartrate 0.2% or timolol maleate 0.5% was administered twice daily.,METHODS
724,"A multisite randomized clinical trial with site-level 1-to-1 allocation into 2 conditions was conducted in 4 US health care systems. A total of 433 individuals who were currently smoking and reported at enrollment that they were not ready to quit smoking were enrolled. The study was conducted from November 7, 2016, to July 31, 2020.",METHODS
725,To report 3-year results of the Tube Versus Trabeculectomy (TVT) Study.,BACKGROUND&OBJECTIVE
726,Treatment with dorzolamide or a placebo (the vehicle of dorzolamide) in one or both eyes.,METHODS
727,"At the end of the 24-month follow-up, IOP of 21 mmHg or less and more than 6 mmHg was achieved in 76% in group 1 (n = 19) and in 80% in group 2 (n = 20; log-rank P = 0.60); an IOP between 6 and 16 mmHg was obtained in 56% in group 1 (n = 14) and in 72% in group 2 (n = 18; log-rank P = 0.17; Kaplan-Meier cumulative probability of success). Complications of viscocanalostomy included one intraoperative conversion into trabeculectomy; microruptures in Descemet's membrane in five eyes; three cases of iris incarceration in the Decemet's window, two of which caused early failure of the procedure requiring reoperation; and a 1-mm to 2-mm transient self-resolving hyphema in three cases. Complications of trabeculectomy included one case of postoperative bleb bleeding with early transient IOP spike; one early hyphema; five cases of postoperative hypotony, two of which had a positive Seidel test from the conjunctival suture; three cases of transient choroidal detachment, two of which had shallow anterior chamber. No patient required reoperation. Two eyes required argon laser suture lysis, and nine underwent one or more 5-FU injections, which caused punctate keratopathy in three eyes.",RESULTS
728,"A prospective, multicenter, interventional cohort from the prerandomization phase of a randomized clinical trial evaluating use of a supraciliary implant for treatment of IOP was conducted at multiple ophthalmology clinics. A total of 609 patients (609 eyes) with primary open-angle glaucoma and cataract were included.",METHODS
729,"The outcome measures were the levels of fasting blood glucose (FBG), and vital measurements were taken from both groups for 30 days. Data analysis was done using SPSS statistical software. Results • The experimental group showed significant decreases in respiratory rate and levels of FBG when compared with the control group. The intervention group's results for pulse rate and systolic and diastolic blood pressure were within normal limits, and no measurable differences existed between the two groups for those measures.",METHODS
730,"A total of 170 patients were enrolled, with 167 eligible patients analyzed after exclusions (median age, 64 years [interquartile range, 58-72 years]; 97 men [58.1%]; 137 White patients [82.0%]), with 81 in the control group and 86 in the metformin group. Median follow-up was 27.7 months (range, 0.03-47.21 months) among living patients. One-year PFS rates were 60.4% (95% CI, 48.5%-70.4%) in the control group and 51.3% (95% CI, 39.8%-61.7%) in the metformin group (HR, 1.15; 95% CI, 0.77-1.73; P = .24). Clinical stage was the only factor significantly associated with PFS on multivariable analysis (HR, 1.79; 95% CI, 1.19-2.69; P = .005). One-year overall survival was 80.2% (95% CI, 69.3%-87.6%) in the control group and 80.8% (95% CI, 70.2%-87.9%) in the metformin group. There were no significant differences in local-regional recurrence or distant metastasis at 1 or 2 years. No significant difference in adverse events was observed between treatment groups.",RESULTS
731,"To provide the results of the Early Manifest Glaucoma Trial, which compared the effect of immediately lowering the intraocular pressure (IOP), vs no treatment or later treatment, on the progression of newly detected open-angle glaucoma.",BACKGROUND&OBJECTIVE
732,"Patients were randomly assigned to two groups. Group C consisted of 18 patients whose nondependent lung was kept collapsed during OLV, while Group IR included 18 patients with IR that consisted of 4 separate, 10-second manual inflations and 5-second openings within one minute at intervals of 20 minutes during OLV.",METHODS
733,"An 8-week, double-masked, randomized, parallel-group, single-center clinical trial.",METHODS
734,To assess the intraocular pressure (IOP)-lowering efficacy of SLT in eyes with primary angle closure (PAC) and PAC glaucoma (PACG).,BACKGROUND&OBJECTIVE
735,Perioperative breathing training may reduce the incidence of postoperative pulmonary complications and preserve of arterial oxygenation after laparoscopic colorectal surgery.,CONCLUSIONS
736,To assess adherence to treatment with fixed-combination travoprost 0.004%/timolol 0.5% (TTFC) compared with separate containers of travoprost 0.004% and timolol 0.5% (TRAV+TIM; unfixed) using electronic dosing aids.,BACKGROUND&OBJECTIVE
737,"This open-label, randomized phase 3 clinical trial was conducted at 46 sites in China between July 2018 and June 2019 and included patients with treatment-naive, histologically confirmed stage IIIB/IV sq-NSCLC. The data cutoff for these analyses was December 6, 2019; data extraction occurred on January 7, 2020.",METHODS
738,"Screening adherence was 86.6% at baseline and 79% to 84% at years 1 through 3; the rate of screening use in the usual care group was 11%. Cumulative lung cancer incidence rates through 13 years of follow-up were 20.1 per 10,000 person-years in the intervention group and 19.2 per 10,000 person-years in the usual care group (rate ratio [RR]; 1.05, 95% CI, 0.98-1.12). A total of 1213 lung cancer deaths were observed in the intervention group compared with 1230 in usual care group through 13 years (mortality RR, 0.99; 95% CI, 0.87-1.22). Stage and histology were similar between the 2 groups. The RR of mortality for the subset of participants eligible for the NLST, over the same 6-year follow-up period, was 0.94 (95% CI, 0.81-1.10).",RESULTS
739,"The mean of the maximum IOP change in the brimonidine 0.2% group was -2.6+/-3.6 mmHg, and the mean for the apraclonidine 1.0% group was -2.3+/-3.7 mmHg (P = 0.8). No patient had a pressure spike greater than 10 mmHg.",RESULTS
740,"Prospective, randomized.",METHODS
741,Brimonidine 0.2% appears to be as effective as apraclonidine 1.0% in preventing IOP spikes after argon laser trabeculoplasty.,CONCLUSIONS
742,"In the operating room, an infusion of 5% dextrose into a peripheral vein was started. The propofol group (n = 20) received 0.5 mg/kg i.v. propofol bolus followed immediately by a continuous 0.5 mg/kg/hr infusion. The control group (n = 20) received only the dextrose solution. A peribulbar block was performed with bupivacaine with added adrenaline, plus lidocaine. The ocular pressure (tonometer) on the eye undergoing trabeculectomy and the other eye, blood pressure (BP), and heart rate (HR) were measured at the following times: (1) preoperatively; (2) 2 minutes; (3) 5 minutes; (4) 10 minutes; (5) 15 minutes after propofol bolus administration for the propofol group (approximately 4 minutes after the peribulbar blockade on the eye undergoing surgery for the propofol and control groups).",METHODS
743,"One hundred fifty-seven patients with established PVR (grade C, anterior or posterior) undergoing vitrectomy surgery.",METHODS
744,"Of a total of 82 included eyes in 82 patients with newly detected high-pressure open-angle glaucomas, 76 (55 capsular, 21 simple) fulfilled the 2-year follow-up with the stated number of reliable visual field examinations and were included in this analysis.",METHODS
745,Smokers could request a free 2-week course of nicotine replacement therapy (NRT) patches from the project.,METHODS
746,5887 middle-aged volunteers with asymptomatic airway obstruction.,METHODS
747,To determine whether isotretinoin (or 13-cis-retinoic acid) decreases the risk of second primary cancers in patients previously treated for cure of head and neck squamous cell carcinoma.,BACKGROUND&OBJECTIVE
